review_text,rating,date,bank_name,source,sentiment
"Horrible, your apps are getting worse and worse",1,2024-02-16,Bank of Abyssinia,Google Play,negative
good app,5,2024-02-16,Bank of Abyssinia,Google Play,positive
"This is terrible app. What the hell is your problem. Passwords can't be entered manually. I'm abroad. I don't have my Ethiopian Sim. I'm receiving the activation code via telegram. But you locked the system not to accept the activation OTP manually. Hence, I can't see my accounts, I can't make transactions etc.... how can you not think of this in advance.... now I'm in a terrible situation. I can't know what is going on with my account. WOULD YOU FIX IT NOW.... NOT TOMORROW or THE DAY AFTER...",1,2024-02-16,Bank of Abyssinia,Google Play,negative
I can't use it anymore,3,2024-02-16,Bank of Abyssinia,Google Play,negative
update ካረኩት ቡሃላ screenshot አላስቀምጥም ብሏል። ግን screenshot ማንሳት ጀምሯል,4,2024-02-15,Bank of Abyssinia,Google Play,negative
Very good app its easy to use,5,2024-02-15,Bank of Abyssinia,Google Play,positive
Its very slow and fail to load any transaction,2,2024-02-15,Bank of Abyssinia,Google Play,negative
"Great graphics, but why my music have to stop when I open this app? Make it make sense. But overall, it's good, but also needs too much data just to load this app. We might need a lite version of this.",3,2024-02-15,Bank of Abyssinia,Google Play,negative
Boring,1,2024-02-15,Bank of Abyssinia,Google Play,negative
Poor app,1,2024-02-14,Bank of Abyssinia,Google Play,negative
Very good app!!,5,2024-02-14,Bank of Abyssinia,Google Play,positive
Wow amazing app,5,2024-02-14,Bank of Abyssinia,Google Play,positive
"Was working fine for 2 days then Error the request was not successful please check your connectivity or try again my connection works perfectly i reinstalled the app called support multiple times all of them said it's a system problem be patient it has been a week since then, called again they even dared to say the problem is your phone restart it which i did but still the same other banking apps work perfectly but this my experience with this app, horrible the whole system is bad",1,2024-02-14,Bank of Abyssinia,Google Play,negative
It is good &fast to open!!,5,2024-02-14,Bank of Abyssinia,Google Play,positive
It is the worst app that I have ever downloaded. It crushes every time I log in 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎 👎,1,2024-02-14,Bank of Abyssinia,Google Play,negative
The keyboard not Working please fix it,1,2024-02-14,Bank of Abyssinia,Google Play,negative
"When we come to use mobile banking app this app is the WOREST one. Who made this app? Why? im almost forget to use it While the app right infront to my phone. I preffered to go branch office rather than to use it. Let alone for transaction or other service for simple purpose to check my balance i used to call for the bank 'call center' rather than to open for this difficult app. It need high speed internet service, it stop service for simple interuption of the network, after transfer the 1/2",1,2024-02-13,Bank of Abyssinia,Google Play,negative
You should include manual OTP input!,1,2024-02-13,Bank of Abyssinia,Google Play,negative
"Worst App it ain't allowing yo activate not even in the nearest branch are able to activate it. I have been client of the bank for 10years. What is this BoA? As we know it being a leading in simplifying banking service this App needs to be fixed. Then we will give it better rate,",1,2024-02-13,Bank of Abyssinia,Google Play,negative
እኔ ከሀገር ውጪ ነው ያለሁት I need help please!!! የበፊቱ app አልከፍት ብሎኝ አብዴት ማድረግ አልቻልኩም ከ ፕሌይ ስቶር ላይ እንደ አዲስ ነው ዳውንሎድ የሚጠይቀው እሱንም ሳደርግ በ ኢትዮጵያ ስልክ ቁጥር ነው ኮድ የሚልከው ፣የኢትዮጵያ ቅጥሬ አሁን active አይደለም ምን ማድረግ እችላለው? በምን መንገድ ልትረዱኝ ትችላላችሁ?,1,2024-02-13,Bank of Abyssinia,Google Play,negative
"The app does not work well from abroad, there have been continuous upgrades and updates that are very interruptive and non-responsive. Staff do not have the technical capabilities to support whereas the support number and online support are never available.",1,2024-02-12,Bank of Abyssinia,Google Play,negative
App good. how money transfer tele birr agents,1,2024-02-12,Bank of Abyssinia,Google Play,positive
BOA Mobile banking is hard to deal with. Very poor app never gets better it keep lagging,1,2024-02-12,Bank of Abyssinia,Google Play,negative
"Wow, that's an awesome app",4,2024-02-11,Bank of Abyssinia,Google Play,positive
"I sm a big fan of BOA , but the mobile banking is so trashy( sorry but its the best word to discribe it).... please buy a good server ....it always show blank age after login slecially on sundays it does not work at all...the new update has a good UI but has same respose problem ....",3,2024-02-11,Bank of Abyssinia,Google Play,negative
Good but app lait,4,2024-02-11,Bank of Abyssinia,Google Play,positive
this app doesn't fit the bank,1,2024-02-10,Bank of Abyssinia,Google Play,negative
The updated version is nice one BOA always #1 bank,5,2024-02-10,Bank of Abyssinia,Google Play,positive
"As usual the app is ok, but this time i can't update it normally. It lags at 99% all the time. Hope it's fixable.",4,2024-02-10,Bank of Abyssinia,Google Play,negative
You have made a great application that is easy to use,4,2024-02-08,Bank of Abyssinia,Google Play,positive
More easy and secure fast app than previous one,5,2024-02-08,Bank of Abyssinia,Google Play,positive
Wonderful apk,5,2024-02-07,Bank of Abyssinia,Google Play,positive
ለምንድን ነው የexit መውጫ የሌለው back back ስንል እንውላለን እንጂ አፑ አይዘጋም,2,2024-02-06,Bank of Abyssinia,Google Play,negative
It's much better now effoyee...,5,2024-02-06,Bank of Abyssinia,Google Play,positive
"What an awesome app! It is supper easy to use with very attractive GUI. But there are some problems to be addressed: (1) It crashes frequently and requires mobile cache to be cleared to relaunch. (2) Automatic OTP input is good. But fix the manual activation option, too. (3) It does not boot fast. (4) There are minor errors during the installation. (5) Color contrast: In the transactions menu, the credit accounts should be in dark green than light green. The debit accounts should be in dark red.",5,2024-02-06,Bank of Abyssinia,Google Play,negative
I am having a challenge to use the app. The app does not allow to update the previous app. Neither does it allow to manually insert OTP - BoA please modify the app to allow these features,3,2024-02-06,Bank of Abyssinia,Google Play,negative
Easy and very nice app to load more than the previouse,5,2024-02-06,Bank of Abyssinia,Google Play,positive
I Don't Like It Once U Open It's open did Not Ask U The Pin when u get back Not Safty the Old Version Is More Secured,2,2024-02-06,Bank of Abyssinia,Google Play,negative
I like it so much,5,2024-02-06,Bank of Abyssinia,Google Play,positive
Well Done,4,2024-02-05,Bank of Abyssinia,Google Play,positive
Not good,2,2024-02-05,Bank of Abyssinia,Google Play,negative
To FCC,5,2024-02-05,Bank of Abyssinia,Google Play,negative
"Best finance app,",5,2024-02-05,Bank of Abyssinia,Google Play,positive
"Simple, fast and easy to use. I had bad experience on apollo and the older version of this app is too slow.",5,2024-02-05,Bank of Abyssinia,Google Play,negative
Much better and easy to access then the last boa app,5,2024-02-05,Bank of Abyssinia,Google Play,negative
Vgood,5,2024-02-05,Bank of Abyssinia,Google Play,positive
best one,5,2024-02-04,Bank of Abyssinia,Google Play,positive
Not working properly always loading !,3,2024-02-04,Bank of Abyssinia,Google Play,negative
Tnx for updating the app its easy and fadt,5,2024-02-04,Bank of Abyssinia,Google Play,negative
Waw bezu amarache ke fetnet gar yemegerm lewt new,5,2024-02-04,Bank of Abyssinia,Google Play,negative
I think this one is better than the prvious one much faster but try to make it more faster like nib and cbe specially nib bake their app is very nice but the bank is not anyways good job on this one,5,2024-02-04,Bank of Abyssinia,Google Play,negative
"One of the weakness in BOA is it's mobile App. I hope this will address some of them, but it is very critical to work on modernizing and ensuring the security of it's mobile banking system in this digitalized world",3,2024-02-04,Bank of Abyssinia,Google Play,negative
woow,5,2024-02-04,Bank of Abyssinia,Google Play,negative
"Please add an option to manually input the OTP. I am residing outside of Ethiopia. I encountered difficulty accessing my account following the recent update (change) of your mobile banking app. Unfortunately, I am unable to activate the app on my mobile device. During the activation process, the app prompts for an OTP, which I can receive via Telegram. However, there is no option to manually input the OTP. I kindly request your assistance in resolving this matter and activating my account",3,2024-02-03,Bank of Abyssinia,Google Play,negative
"Why the app doesn't allow to update the previous version. In addition to this, when I install the new version and try to activate, the app doesn't allow to write the activation OTP code to the screen. I have received the OTP password from telegram and email. Would you please fix this bug. Thank you",1,2024-02-03,Bank of Abyssinia,Google Play,negative
Well done,5,2024-02-03,Bank of Abyssinia,Google Play,positive
I don't have words for your great work.. Really Good .what i like the most is the screenshots features is included which gives you the transactions detail ...Great Work...KEEP IT UP !!??,5,2024-02-03,Bank of Abyssinia,Google Play,positive
A massive improvement from the previous app. More modern and actually works,5,2024-02-03,Bank of Abyssinia,Google Play,positive
"""Why don’t your ATMs support account-to-account transfers like other countries( Kenya, Nigeria , South africa)""",4,2025-06-06,Commercial Bank of Ethiopia,Google Play,negative
what is this app problem???,1,2025-06-05,Commercial Bank of Ethiopia,Google Play,negative
the app is proactive and a good connections.,5,2025-06-05,Commercial Bank of Ethiopia,Google Play,positive
I cannot send to cbebirr app. through this app.,3,2025-06-05,Commercial Bank of Ethiopia,Google Play,negative
not functional,1,2025-06-05,Commercial Bank of Ethiopia,Google Play,negative
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,Commercial Bank of Ethiopia,Google Play,negative
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,Commercial Bank of Ethiopia,Google Play,negative
bezabih,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,positive
Best Mobile Banking app ever,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,positive
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,Commercial Bank of Ethiopia,Google Play,negative
